genres,id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_decimal,Profit
Adventure|Drama|Mystery,4799,386.0,232.0,1170.0,64.0,28000.0,32073011.0,96402,28595,1.0,631.0,4013.0,467.0,13.100000000000001,4.7,39000,43500000.0,-11426989.0
Adventure|Drama|Mystery|Sci-Fi|Thriller,1737,13.0,42.0,0.0,442.0,757.0,0.0,20839,3309,0.0,56.0,0.0,641.0,7.6,16.0,12000,0.0,0.0
Adventure|Drama|Romance,20538,391.0,871.0,561.0,1058.0,32536.0,288482323.0,492929,36981,18.0,1504.0,15823.0,2330.0,50.7,14.840000000000002,26028,187709000.0,113482323.0
Adventure|Drama|Romance|War,7513,438.0,659.0,1445.0,1241.0,16109.0,75161304.0,160138,20727,6.0,872.0,9985.0,2344.0,33.0,11.25,384,209000000.0,-135715875.0
Adventure|Drama|Romance|Western,4263,12.0,119.0,6.0,380.0,1000.0,0.0,2269,2555,8.0,34.0,1940.0,760.0,7.1,1.37,236,1614000.0,0.0
Adventure|Drama|Sci-Fi,3615,1674.0,570.0,36035.0,7897.0,51000.0,506035561.0,1659169,80342,2.0,6029.0,8036.0,13595.0,30.099999999999998,8.9,513862,386000000.0,120035561.0
Adventure|Drama|Sci-Fi|Thriller,3751,1756.0,516.0,715.0,1427.0,40039.0,740014000.0,1447100,59774,0.0,4380.0,8030.0,15493.0,29.4,9.4,287000,265500000.0,474514000.0
Adventure|Drama|Thriller,14713,1253.0,846.0,15578.0,1665.0,70264.0,386231408.0,1120348,78926,2.0,2873.0,13978.0,5434.0,51.300000000000004,14.95,73196,220000000.0,178231408.0
Adventure|Drama|Thriller|War,2971,96.0,293.0,249.0,18.0,362.0,11433134.0,168203,469,0.0,426.0,1981.0,21.0,8.4,1.85,11000,14000000.0,-2566866.0
Adventure|Drama|Thriller|Western,180,556.0,156.0,0.0,733.0,29000.0,183635922.0,406020,57108,0.0,1188.0,2015.0,27000.0,8.1,2.35,190000,135000000.0,48635922.0
Adventure|Drama|War,4656,608.0,314.0,16767.0,11087.0,13682.0,147723073.0,1034619,37776,3.0,1800.0,3966.0,11119.0,16.5,4.7,42000,78000000.0,69723073.0
Adventure|Drama|Western,9157,706.0,752.0,1524.0,1554.0,26345.0,356740195.0,438551,43637,2.0,1312.0,7995.0,13996.0,28.0,9.4,37380,106100000.0,252740195.0
Adventure|Family,14467,125.0,464.0,164.0,651.0,2972.0,73844236.0,32471,6377,6.0,189.0,10012.0,1433.0,26.2,8.9,34544,122530000.0,13314236.0
Adventure|Family|Fantasy,25385,5086.0,2310.0,42011.0,61713.0,322425.0,2402750129.0,2466793,533632,43.0,8128.0,40227.0,120529.0,125.19999999999999,44.930000000000014,382715,2655000000.0,-187799503.0
Adventure|Family|Fantasy|Horror|Mystery,1820,56.0,109.0,181.0,137.0,303.0,0.0,19568,960,0.0,208.0,1985.0,146.0,6.7,1.85,0,25000000.0,0.0
Adventure|Family|Fantasy|Musical,8449,260.0,280.0,209.0,964.0,2614.0,38358431.0,309976,6952,5.0,638.0,5947.0,1548.0,20.1,3.72,15077,47800000.0,-9441569.0
Adventure|Family|Fantasy|Music|Musical,2038,32.0,118.0,0.0,227.0,738.0,13000000.0,10895,1458,0.0,150.0,1978.0,295.0,5.2,1.85,0,24000000.0,-11000000.0
Adventure|Family|Fantasy|Mystery,723,1505.0,764.0,743.0,39687.0,89000.0,1395281585.0,1832473,214555,11.0,6339.0,10027.0,53000.0,37.800000000000004,11.75,21000,780000000.0,615281585.0
Adventure|Family|Fantasy|Romance,3263,413.0,225.0,905.0,865.0,33000.0,69203217.0,506248,36094,8.0,1210.0,3994.0,1224.0,15.8,4.2,48000,86000000.0,-16796783.0
Adventure|Family|Fantasy|Sci-Fi,1364,118.0,90.0,27.0,260.0,13000.0,7871693.0,52908,15494,0.0,102.0,2008.0,2000.0,6.5,2.35,0,55000000.0,-47128307.0
Adventure|Family|Romance,4726,5.0,86.0,24.0,142.0,407.0,39552600.0,3411,1090,0.0,36.0,1974.0,189.0,6.1,1.85,816,500000.0,39052600.0
Adventure|Family|Sci-Fi,2862,112.0,91.0,13.0,140.0,803.0,38916903.0,15664,1921,0.0,149.0,2014.0,587.0,5.8,1.85,0,13000000.0,25916903.0
Adventure|Family|Sport,4163,33.0,118.0,19.0,48.0,481.0,0.0,8856,681,0.0,90.0,1979.0,81.0,7.4,1.85,0,2700000.0,0.0
Adventure|Fantasy,12635,2398.0,1209.0,1129.0,3352.0,19391.0,958436652.0,1833480,36796,8.0,4237.0,17992.0,5776.0,59.89999999999999,20.150000000000002,337289,923000000.0,60436652.0
Adventure|Fantasy|Horror|Mystery|Thriller,2663,160.0,90.0,31.0,162.0,193.0,26421314.0,28964,608,0.0,457.0,2000.0,184.0,4.0,1.85,949,15000000.0,11421314.0
Adventure|Fantasy|Mystery,1709,292.0,123.0,0.0,645.0,10000.0,7689458.0,126307,11769,1.0,210.0,2009.0,785.0,6.8,1.85,19000,40000000.0,-32310542.0
Adventure|Fantasy|Mystery|Thriller,4307,89.0,216.0,272.0,172.0,1155.0,4250320.0,18040,1771,2.0,104.0,3999.0,209.0,12.2,3.7,0,44000000.0,-13749680.0
Adventure|Fantasy|Thriller,3458,147.0,92.0,287.0,664.0,844.0,0.0,19157,4099,2.0,69.0,2009.0,708.0,5.7,1.85,0,12000000.0,0.0
Adventure|Horror,8289,414.0,200.0,6.0,454.0,1575.0,21530646.0,44429,3409,0.0,455.0,4002.0,670.0,9.9,4.2,13000,11000000.0,10530646.0
Adventure|Horror|Mystery,977,267.0,132.0,50.0,368.0,992.0,46982632.0,172792,1933,0.0,1740.0,2006.0,495.0,6.6,2.35,0,50000000.0,-3017368.0
Adventure|Horror|Sci-Fi,4894,67.0,80.0,7.0,21.0,57.0,5000000.0,4812,205,0.0,88.0,1953.0,40.0,6.7,1.37,465,210000.0,4790000.0
Adventure|Horror|Thriller,11936,687.0,518.0,399.0,996.0,3721.0,166579325.0,266973,8694,0.0,2037.0,9956.0,2464.0,27.2,11.75,10000,93500000.0,73079325.0
Adventure|Mystery|Sci-Fi,5132,1653.0,567.0,506.0,2357.0,39273.0,416312478.0,1288005,63058,4.0,5180.0,7973.0,14781.0,28.400000000000002,9.25,170000,262000000.0,154312478.0
Adventure|Mystery|Thriller,5991,162.0,226.0,199.0,939.0,26902.0,16283540.0,57230,43438,4.0,236.0,3990.0,14488.0,11.7,4.7,4106,28000000.0,-11716460.0
Adventure|Sci-Fi,104,389.0,137.0,508.0,14000.0,34000.0,281666058.0,166137,81385,1.0,383.0,2015.0,22000.0,6.6,2.35,38000,160000000.0,121666058.0
Adventure|Sci-Fi|Thriller,3239,2366.0,852.0,29140.0,16969.0,106967.0,1547356010.0,2156443,184774,2.0,6941.0,14047.0,43915.0,48.1,15.45,195000,676000000.0,871356010.0
Adventure|War|Western,3973,53.0,152.0,541.0,288.0,773.0,14873.0,5294,2888,2.0,67.0,1965.0,575.0,6.8,2.35,251,3800000.0,-3785127.0
Animation,6831,9.0,185.0,13.0,450.0,1307.0,0.0,508,2822,4.0,6.0,4025.0,700.0,8.5,1.78,451,35000000.0,0.0
Animation|Biography|Documentary|Drama|History|War,4285,231.0,90.0,56.0,0.0,56.0,2283276.0,46107,56,0.0,156.0,2008.0,0.0,8.0,1.85,0,1500000.0,783276.0
Animation|Biography|Drama|War,3457,242.0,89.0,10.0,106.0,963.0,4443403.0,70194,1754,0.0,158.0,2007.0,545.0,8.0,1.85,14000,7300000.0,-2856597.0
Animation|Comedy,7886,57.0,91.0,799.0,854.0,3011.0,0.0,37245,10738,0.0,122.0,2006.0,2000.0,12.0,3.18,1419,0.0,0.0
Animation|Comedy|Crime|Drama|Family,2920,99.0,80.0,2.0,186.0,6000.0,71442.0,12029,6829,0.0,32.0,2012.0,637.0,7.9,1.85,0,9600000.0,-9528558.0
Animation|Comedy|Drama,9068,178.0,102.0,162.0,6.0,82.0,7002255.0,49920,110,0.0,394.0,2003.0,17.0,16.0,2.99,526,9500000.0,-2497745.0
Animation|Comedy|Drama|Family|Musical,2189,89.0,77.0,25.0,16.0,304.0,45542421.0,13319,575,0.0,53.0,2000.0,253.0,6.3,1.78,347,30000000.0,15542421.0
Animation|Comedy|Drama|Fantasy|Sci-Fi,4863,19.0,75.0,45.0,0.0,5.0,203134.0,1428,7,0.0,21.0,1997.0,2.0,7.0,1.85,178,250000.0,-46866.0
Animation|Comedy|Drama|Romance,3399,328.0,90.0,26.0,0.0,1000.0,3442820.0,31489,1442,0.0,140.0,2015.0,442.0,7.3,2.35,0,8000000.0,-4557180.0
Animation|Comedy|Family,17390,766.0,582.0,511.0,3681.0,12812.0,677164923.0,486764,30143,2.0,887.0,14017.0,6087.0,58.9,13.780000000000001,69747,230150000.0,447164923.0
Animation|Comedy|Family|Fantasy,3618,1143.0,552.0,1249.0,13730.0,51838.0,704370521.0,830221,100790,2.0,1371.0,12058.0,24980.0,39.0,12.1,85265,405000000.0,270946311.0
Animation|Comedy|Family|Fantasy|Music,1436,238.0,180.0,109.0,1639.0,2000.0,436939727.0,88925,8074,0.0,244.0,4016.0,1718.0,9.7,3.7,2000,135000000.0,301939727.0
Animation|Comedy|Family|Fantasy|Musical,4746,51.0,149.0,10.0,1545.0,3886.0,10054099.0,6831,12533,0.0,75.0,4001.0,2808.0,12.7,3.18,692,42000000.0,-31945901.0
Animation|Comedy|Family|Fantasy|Musical|Romance,404,222.0,107.0,36.0,118.0,283.0,127706877.0,142496,662,2.0,399.0,2007.0,142.0,7.1,2.35,0,85000000.0,42706877.0
Animation|Comedy|Family|Fantasy|Mystery,551,190.0,91.0,27.0,925.0,12000.0,73661010.0,71137,17299,0.0,229.0,2006.0,970.0,6.6,2.35,0,75000000.0,-1338990.0
Animation|Comedy|Family|Fantasy|Sci-Fi,512,169.0,95.0,18.0,18.0,622.0,119793567.0,64387,848,0.0,85.0,2013.0,161.0,6.5,2.35,15000,78000000.0,41793567.0
Animation|Comedy|Family|Horror|Sci-Fi,1334,370.0,87.0,13000.0,787.0,940.0,35287788.0,73886,4774,0.0,165.0,2012.0,925.0,7.0,1.85,25000,39000000.0,-3712212.0
Animation|Comedy|Family|Musical,176,156.0,100.0,750.0,988.0,49000.0,63992328.0,32399,62644,0.0,79.0,2011.0,11000.0,5.9,2.35,0,135000000.0,-71007672.0
Animation|Comedy|Family|Music|Romance,398,206.0,108.0,750.0,971.0,49000.0,197992827.0,132501,70996,0.0,548.0,2006.0,20000.0,6.5,2.35,0,100000000.0,97992827.0
Animation|Comedy|Family|Music|Western,264,104.0,76.0,6.0,421.0,12000.0,50026353.0,13581,13607,0.0,88.0,2004.0,513.0,5.4,1.78,304,110000000.0,-59973647.0
Animation|Comedy|Family|Mystery|Sci-Fi,4746,253.0,167.0,15.0,445.0,1326.0,92765308.0,104968,3342,0.0,345.0,4006.0,832.0,14.0,3.7,227,53000000.0,39765308.0
Animation|Comedy|Family|Romance,4306,6.0,93.0,32.0,24.0,532.0,55202.0,922,653,0.0,17.0,2008.0,85.0,5.3,2.35,39,0.0,0.0
Animation|Comedy|Family|Sci-Fi,880,497.0,188.0,372.0,1056.0,7622.0,492919910.0,439478,13132,1.0,440.0,4022.0,2526.0,14.5,4.2,56000,176000000.0,316919910.0
Animation|Comedy|Family|Sport,329,154.0,85.0,9.0,970.0,12000.0,58867694.0,54077,25590,0.0,112.0,2007.0,11000.0,6.8,1.85,0,100000000.0,-41132306.0
Animation|Comedy|Fantasy,561,74.0,93.0,253.0,637.0,3000.0,5409517.0,14280,5580,0.0,171.0,2001.0,889.0,4.7,1.85,683,75000000.0,-69590483.0
Animation|Comedy|Fantasy|Musical,2134,163.0,81.0,406.0,406.0,893.0,52008288.0,162037,3003,1.0,928.0,1999.0,795.0,7.8,1.85,0,21000000.0,31008288.0
Animation|Drama,4824,51.0,83.0,3.0,258.0,812.0,246574.0,1272,1370,0.0,15.0,2009.0,277.0,6.9,1.85,675,0.0,0.0
Animation|Drama|Family,4648,116.0,70.0,11.0,8.0,16.0,102797150.0,94225,63,0.0,136.0,1942.0,12.0,7.4,1.33,0,0.0,0.0
Animation|Drama|Family|Fantasy,62,240.0,96.0,0.0,10000.0,18000.0,137850096.0,72809,48878,0.0,249.0,2009.0,14000.0,6.8,2.35,0,200000000.0,-62149904.0
Animation|Drama|Family|Fantasy|Musical|Romance,1643,267.0,77.0,13000.0,973.0,40000.0,53337608.0,188785,60683,1.0,467.0,2005.0,16000.0,7.4,1.85,0,40000000.0,13337608.0
Animation|Drama|Family|Musical|Romance,298,80.0,91.0,21.0,542.0,2000.0,100117603.0,102933,4842,0.0,230.0,1996.0,700.0,6.9,1.78,0,100000000.0,117603.0
Animation|Drama|Mystery|Sci-Fi|Thriller,2312,232.0,100.0,0.0,407.0,21000.0,5480996.0,89383,39507,0.0,293.0,2006.0,18000.0,7.1,1.85,0,8700000.0,-3219004.0
Animation|Family,4318,6.0,156.0,0.0,408.0,1142.0,0.0,313,2879,2.0,2.0,4029.0,826.0,11.100000000000001,0.0,303,18000000.0,0.0
Animation|Family|Fantasy,745,310.0,100.0,253.0,57.0,309.0,75280058.0,143121,647,1.0,279.0,2009.0,229.0,7.7,1.85,10000,60000000.0,15280058.0
Animation|Family|Fantasy|Music,4707,228.0,194.0,22.0,62.0,356.0,136907228.0,98864,830,0.0,416.0,3939.0,243.0,15.1,3.1500000000000004,3607,82280000.0,54627228.0
Animation|Family|Fantasy|Musical,5594,250.0,171.0,3.0,71.0,1082.0,269225485.0,223708,1407,1.0,351.0,3877.0,95.0,15.2,2.74,0,4600000.0,264625485.0
Animation|Family|Fantasy|Musical|Romance,278,228.0,97.0,63.0,525.0,852.0,104374107.0,89351,2480,0.0,214.0,2009.0,578.0,7.1,1.85,5000,105000000.0,-625893.0
Animation|Family|Fantasy|Mystery,2255,45.0,68.0,0.0,253.0,304.0,18081626.0,4180,861,0.0,32.0,2005.0,286.0,6.4,1.85,264,20000000.0,-1918374.0
Biography,2753,4.0,98.0,6.0,50.0,61.0,0.0,80,192,0.0,4.0,2015.0,57.0,5.7,0.0,18,15000000.0,0.0
Biography|Comedy|Crime|Drama,6106,817.0,473.0,17060.0,5136.0,69000.0,119079365.0,823413,102402,10.0,1297.0,6029.0,25322.0,21.5,6.550000000000001,138000,128000000.0,-8920635.0
Biography|Comedy|Crime|Drama|Romance,2895,242.0,102.0,43.0,113.0,170.0,2035566.0,77305,931,0.0,162.0,2009.0,157.0,6.6,1.85,11000,13000000.0,-10964434.0
Biography|Comedy|Crime|Drama|Romance|Thriller,1741,181.0,113.0,0.0,89.0,504.0,0.0,71596,810,0.0,276.0,2002.0,147.0,7.1,2.35,3000,29000000.0,0.0
Biography|Comedy|Documentary,4061,24.0,113.0,9.0,12.0,71.0,19184015.0,1466,159,1.0,35.0,2002.0,65.0,5.4,1.85,63,3000000.0,16184015.0
Biography|Comedy|Drama,9458,872.0,602.0,15181.0,15860.0,89053.0,132696614.0,382934,151795,6.0,1661.0,10012.0,35957.0,35.8,9.75,24000,178000000.0,-51306973.0
Biography|Comedy|Drama|Family|Romance,3276,54.0,92.0,25.0,110.0,509.0,0.0,13003,1248,0.0,80.0,2011.0,446.0,7.5,2.35,10000,8500000.0,0.0
Biography|Comedy|Drama|Family|Sport,2069,47.0,94.0,258.0,424.0,721.0,11508423.0,3174,2453,2.0,19.0,2008.0,463.0,5.1,2.35,376,23000000.0,-11491577.0
Biography|Comedy|Drama|History,5703,858.0,345.0,298.0,16361.0,60000.0,137966505.0,282592,125646,11.0,736.0,6032.0,38629.0,22.099999999999998,6.550000000000001,99000,110200000.0,27766505.0
Biography|Comedy|Drama|History|Music,1429,405.0,125.0,102.0,825.0,15000.0,83299761.0,117719,19809,2.0,306.0,2013.0,2000.0,7.5,2.35,39000,35000000.0,48299761.0
Biography|Comedy|Drama|History|Music|Musical,2309,103.0,154.0,608.0,149.0,1000.0,6201757.0,10037,1690,1.0,202.0,1999.0,452.0,7.4,1.66,608,10000000.0,-3798243.0
Biography|Comedy|Drama|Music,4301,58.0,90.0,31.0,137.0,326.0,120620.0,16828,865,1.0,67.0,2004.0,246.0,7.4,2.35,0,0.0,0.0
Biography|Comedy|Drama|Music|Romance,1753,87.0,110.0,350.0,83.0,11000.0,0.0,2167,11534,3.0,32.0,2016.0,183.0,7.1,2.35,0,29000000.0,0.0
Biography|Comedy|Drama|Romance,5488,392.0,210.0,313.0,1243.0,49422.0,141012102.0,116961,76281,4.0,501.0,4010.0,22374.0,13.9,4.2,11000,51000000.0,90012102.0
Biography|Comedy|Drama|Sport,4005,432.0,212.0,904.0,282.0,40000.0,31571264.0,65020,42390,6.0,238.0,4032.0,1464.0,15.0,4.7,30000,46000000.0,-14428736.0
Biography|Comedy|Drama|War,2833,62.0,121.0,272.0,227.0,49000.0,123922370.0,98348,50141,1.0,131.0,1987.0,263.0,7.3,1.85,0,13000000.0,110922370.0
Biography|Comedy|Musical,2326,26.0,124.0,42.0,161.0,801.0,2000000.0,2998,1462,0.0,74.0,1980.0,174.0,4.5,2.35,1000,20000000.0,-18000000.0
Biography|Comedy|Musical|Romance|Western,3975,21.0,107.0,24.0,83.0,277.0,8000000.0,3167,731,0.0,90.0,1950.0,244.0,7.0,1.37,456,3768785.0,4231215.0
Biography|Comedy|Romance,6371,95.0,182.0,31.0,603.0,1944.0,3491172.0,3599,4290,0.0,147.0,3998.0,1070.0,10.6,3.7,163,36060000.0,-32568828.0
Biography|Crime|Documentary|History,4586,248.0,96.0,50.0,0.0,3.0,484221.0,23836,6,1.0,107.0,2012.0,3.0,8.2,1.85,20000,1000000.0,-515779.0
Biography|Crime|Documentary|History|Thriller,4354,194.0,90.0,120.0,0.0,41.0,2957978.0,40481,68,0.0,134.0,2008.0,27.0,7.8,1.85,0,1000000.0,1957978.0
Biography|Crime|Drama,33754,2829.0,2101.0,65256.0,13224.0,294949.0,710365860.0,2921670,394701,27.0,5465.0,32022.0,72098.0,118.39999999999999,33.10000000000001,155306,483000000.0,226855768.0
Biography|Crime|Drama|History,6188,553.0,262.0,484.0,265.0,1000.0,44988180.0,214359,2028,3.0,537.0,3982.0,388.0,16.1,4.2,80000,23500000.0,24988180.0
Biography|Crime|Drama|History|Music,1749,349.0,167.0,473.0,303.0,559.0,161029270.0,119928,2702,0.0,331.0,2015.0,427.0,7.9,2.35,76000,28000000.0,133029270.0
Biography|Crime|Drama|History|Romance,290,357.0,140.0,0.0,1000.0,40000.0,97030725.0,230931,64599,1.0,585.0,2009.0,23000.0,7.0,2.35,0,100000000.0,-2969275.0
Biography|Crime|Drama|History|Thriller,1967,260.0,132.0,241.0,151.0,27000.0,1865774.0,87682,27659,2.0,174.0,2015.0,154.0,7.0,2.35,43000,30000000.0,-28134226.0
Biography|Crime|Drama|History|Western,1723,273.0,160.0,181.0,820.0,11000.0,3904982.0,136104,22516,0.0,415.0,2007.0,10000.0,7.5,2.35,0,30000000.0,-26095018.0
Biography|Crime|Drama|Music,1272,98.0,117.0,260.0,441.0,1000.0,30981850.0,35834,3969,0.0,284.0,2005.0,1000.0,5.0,2.35,0,40000000.0,-9018150.0
Biography|Crime|Drama|Mystery|Thriller,3782,163.0,112.0,52.0,688.0,10000.0,2445646.0,32382,12897,1.0,99.0,2014.0,963.0,7.0,2.35,13000,5000000.0,-2554354.0
Biography|Crime|Drama|Romance,7422,448.0,224.0,13108.0,412.0,11173.0,26013721.0,133090,12981,3.0,581.0,4013.0,578.0,14.6,3.7,20000,12000000.0,14013721.0
Biography|Crime|Drama|Romance|Thriller,3776,93.0,108.0,0.0,88.0,14000.0,3049135.0,50197,14574,2.0,265.0,1994.0,433.0,7.4,2.35,0,5000000.0,-1950865.0
Biography|Crime|Drama|Thriller,18412,796.0,856.0,904.0,1873.0,14500.0,51744776.0,171837,22200,5.0,1044.0,10037.0,2624.0,41.9,13.1,0,51770000.0,-170342.0
Biography|Crime|Drama|War,2814,69.0,132.0,333.0,284.0,380.0,274299.0,11077,1429,2.0,55.0,2002.0,326.0,7.3,1.85,0,103000000.0,-102725701.0
Biography|Crime|Drama|Western,3585,130.0,110.0,131.0,399.0,640.0,102308900.0,152089,2169,1.0,309.0,1969.0,566.0,8.1,2.35,0,6000000.0,96308900.0
Biography|Documentary,9795,79.0,169.0,23.0,18.0,84.0,592014.0,5775,148,10.0,116.0,4017.0,40.0,14.600000000000001,1.37,837,50218.0,591796.0
Biography|Documentary|Drama,4725,19.0,115.0,95.0,0.0,0.0,0.0,113,0,1.0,3.0,2013.0,0.0,7.0,1.85,126,550000.0,0.0
Biography|Documentary|History,4292,123.0,89.0,13.0,218.0,373.0,653621.0,5615,1136,0.0,64.0,2005.0,334.0,6.8,1.85,592,2000000.0,-1346379.0
Biography|Documentary|Music,19110,208.0,406.0,17005.0,530.0,1404.0,13062939.0,18411,4020,0.0,111.0,8031.0,1086.0,30.1,7.330000000000001,890,600000.0,0.0
Biography|Documentary|Sport,4734,70.0,108.0,6.0,43.0,54.0,2047570.0,6790,194,3.0,80.0,1999.0,44.0,7.6,1.85,491,500000.0,1547570.0
Biography|Drama,97138,6107.0,4092.0,81023.0,14880.0,276791.0,1219130148.0,3448287,368259,20.0,9182.0,70151.0,46641.0,250.1,72.9,372669,660430000.0,587710073.0
Biography|Drama|Family,1899,226.0,101.0,395.0,2000.0,40000.0,51676606.0,174591,58823,1.0,632.0,2004.0,14000.0,7.8,2.35,0,25000000.0,26676606.0
Biography|Drama|Family|History|Sport,1424,160.0,123.0,130.0,426.0,826.0,59699513.0,20827,2259,0.0,136.0,2010.0,638.0,7.2,2.35,0,35000000.0,24699513.0
Biography|Drama|Family|Musical|Romance,3360,119.0,174.0,338.0,195.0,354.0,163214286.0,148172,1495,3.0,406.0,1965.0,209.0,8.0,2.35,15000,8200000.0,155014286.0
Biography|Drama|Family|Sport,2422,110.0,106.0,80.0,723.0,2000.0,43853424.0,35514,5024,1.0,114.0,2011.0,795.0,7.1,2.35,15000,18000000.0,25853424.0
Biography|Drama|Fantasy|History,2749,25.0,141.0,15.0,576.0,735.0,0.0,3425,2528,1.0,32.0,2008.0,627.0,6.0,2.35,0,0.0,0.0
Biography|Drama|History,61832,3990.0,3743.0,17534.0,7844.0,115281.0,564539936.0,2230449,150711,28.0,5958.0,52057.0,15314.0,186.79999999999998,55.97000000000002,253258,496800000.0,136499511.0
Biography|Drama|History|Music,2408,134.0,180.0,869.0,521.0,692.0,51600000.0,270790,3076,0.0,549.0,1984.0,670.0,8.3,2.35,16000,18000000.0,33600000.0
Biography|Drama|History|Musical,868,76.0,135.0,317.0,34.0,57.0,49994804.0,29205,164,1.0,194.0,1996.0,40.0,6.3,2.35,0,55000000.0,-5005196.0
Biography|Drama|History|Romance,20462,1776.0,1674.0,1407.0,24749.0,86438.0,327493893.0,959326,168147,11.0,3010.0,21928.0,27442.0,77.10000000000001,21.720000000000002,65127,289238000.0,80878893.0
Biography|Drama|History|Sport,2532,435.0,269.0,16149.0,454.0,13639.0,101850959.0,160858,26303,1.0,548.0,4013.0,11617.0,14.9,4.75,23000,88000000.0,13850959.0
Biography|Drama|History|Thriller,4746,908.0,251.0,162.0,675.0,2000.0,153625309.0,598045,4317,2.0,1046.0,4018.0,809.0,15.4,4.7,89000,50500000.0,103125309.0
Biography|Drama|History|Thriller|War,2707,190.0,108.0,187.0,254.0,11000.0,9172810.0,24150,12178,0.0,118.0,2007.0,883.0,6.7,2.35,923,16000000.0,-6827190.0
Biography|Drama|History|War,8236,1173.0,910.0,31538.0,2655.0,38521.0,285103156.0,1268649,48303,2.0,2737.0,11995.0,4226.0,46.400000000000006,13.1,102000,268500000.0,51603156.0
Biography|Drama|Music,35683,1712.0,1563.0,1982.0,4134.0,66752.0,284606868.0,420951,98721,16.0,1723.0,26063.0,18321.0,90.9,26.200000000000006,34000,217400000.0,30060546.0
Biography|Drama|Music|Musical,9860,609.0,641.0,34184.0,1710.0,20901.0,181600169.0,129068,32410,10.0,957.0,9993.0,6871.0,34.9,11.25,17000,121000000.0,-19299831.0
Biography|Drama|Music|Romance,11725,495.0,495.0,620.0,436.0,2045.0,160843233.0,238954,3922,2.0,989.0,8020.0,969.0,29.4,7.9399999999999995,11000,33500000.0,121829861.0
Biography|Drama|Romance,43736,2807.0,1920.0,2128.0,6861.0,128846.0,353404479.0,819171,171347,16.0,2706.0,34102.0,27562.0,119.69999999999999,35.95000000000001,128000,298200000.0,73570117.0
Biography|Drama|Romance|Sport,7265,134.0,344.0,566.0,904.0,2632.0,9107765.0,14812,6309,7.0,151.0,6005.0,1134.0,18.8,6.36,529,47000000.0,-40586306.0
Biography|Drama|Romance|War,6006,249.0,241.0,10.0,248.0,25177.0,5362190.0,33035,39796,3.0,170.0,4012.0,14066.0,14.399999999999999,4.2,18687,33000000.0,-27637810.0
Biography|Drama|Romance|Western,3831,54.0,106.0,541.0,372.0,773.0,0.0,13467,2409,0.0,106.0,1973.0,476.0,7.4,2.35,0,4638783.0,0.0
Biography|Drama|Sport,54918,3669.0,3186.0,21712.0,22963.0,209703.0,1133144918.0,1951557,313505,20.0,5121.0,52152.0,53478.0,189.99999999999997,56.14000000000002,213775,730500000.0,348903737.0
Biography|Drama|Sport|War,1885,644.0,274.0,22000.0,930.0,1538.0,231207960.0,207178,5876,0.0,702.0,4028.0,1396.0,14.4,4.7,70000,130000000.0,101207960.0
Biography|Drama|Thriller,13093,1940.0,842.0,1296.0,3655.0,116000.0,161261480.0,751867,163175,16.0,1820.0,14068.0,36361.0,49.5,15.45,156000,206500000.0,-45238520.0
Biography|Drama|Thriller|War,4595,498.0,247.0,354.0,8305.0,44000.0,102152415.0,491758,68777,3.0,701.0,4010.0,14393.0,15.2,4.2,165000,42000000.0,60152415.0
Biography|Drama|War,8558,454.0,569.0,2672.0,1518.0,11927.0,103589412.0,655051,17976,0.0,1245.0,7972.0,2402.0,29.6,8.75,27000,97000000.0,18589412.0
Comedy,599602,19783.0,19349.0,71176.0,142107.0,1616398.0,6734155301.0,12541567,2235817,521.0,37515.0,400850.0,254010.0,1223.9999999999993,412.0700000000007,786156,3323998000.0,3085084206.0
Comedy|Crime,126968,5116.0,4927.0,48218.0,36452.0,338933.0,1940197438.0,5073460,514596,112.0,9870.0,102101.0,88138.0,308.79999999999995,99.49999999999993,320314,1186160000.0,749865746.0
Comedy|Crime|Drama,75445,3029.0,2395.0,3543.0,7529.0,72372.0,541622687.0,1334110,126685,38.0,3875.0,46106.0,32903.0,159.3,60.70000000000002,181254,258500000.0,233805574.0
Comedy|Crime|Drama|Horror|Mystery|Thriller,4851,131.0,97.0,19.0,313.0,778.0,0.0,4550,2515,2.0,58.0,2011.0,456.0,6.4,1.85,0,300000.0,0.0
Comedy|Crime|Drama|Horror|Thriller,4965,193.0,88.0,3.0,307.0,3000.0,59379.0,12796,4729,3.0,52.0,2013.0,982.0,6.8,2.35,0,200000.0,-140621.0
Comedy|Crime|Drama|Music|Romance,2507,54.0,105.0,49.0,104.0,680.0,21160089.0,8522,1538,0.0,92.0,2006.0,503.0,6.0,2.35,874,0.0,0.0
Comedy|Crime|Drama|Mystery,3269,232.0,121.0,0.0,82.0,148.0,12899702.0,76681,448,1.0,228.0,2006.0,114.0,7.6,2.35,0,0.0,0.0
Comedy|Crime|Drama|Mystery|Romance,9236,604.0,300.0,66.0,672.0,1354.0,11525660.0,198362,3158,4.0,581.0,4017.0,928.0,22.3,5.98,18000,26000000.0,-14474340.0
